ID_Cod,Proprietario_Nome,Proprietario_DatasExtremas,Proprietario_Titulo,Proprietario_Titulo_DatasExtremas,TipoDoc,Descricao,Obra,AtribuicaoAlternatObra,Sinopse_Obra,ProbAtribObra,GenLit_Descricao,TradicaoIntelectual_Obra,AtribuicaoAlternatAutor,Nome_Autor,BioAbreviada_Autor,EstatutoAutor,NumCopias,OrigemGeografica_Autor,LocalNasc_Autor,Latitude_Autor,Longitude_Autor,Expr1010,CatLit_Descricao,ProbAtribAutor,EpocaHistorica_Autor,DataNasc_Autor,DataMorte_Autor,Idioma
PED054,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De vita et moribus alexandri magni,,,,,Historiografia,,,Quinto Cúrcio Rufo (Quintus Curtius Rufus),,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,História,,Antiguidade Clássica (V aC-III),,,
PED086,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Libre incipit Augustalis dicitur augustorum,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED098,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Missal roma,,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED097,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Missal,,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED096,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Ores,,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED028,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Flors Sanctorum,,,,,Hagiografia,,,Tiago de Voragine (Jacobus de Voragine),,,1,Península Itálica,Varazze,44° 21′ 0″ N,8° 34′ 0″ E,,Espiritualidade e religiosidade,,Idade Média Central (XI-XIII),,,
PED094,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Clementines,,,,,Direito,,,"João XXII, Papa",,,1,França,Cahors,44° 27′ 0″ N,1° 26′ 0″ E,,Jurídica,,Baixa Idade Média (XIV-XV),,,
PED051,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,"Ores de nostre dona, dei Sanct sperit, e lo quicumque vult",,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED092,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Antifoner ab responsos,,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
PED091,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Antifoner,,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
PED090,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Officier de cant pla,,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED089,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Es tot en cobles rimades,,,,,,,,Marquês de Santillana (Íñigo López de Mendoz),,,1,Península Ibérica,Carrión de los Condes,42° 20′ 0″ N,4° 31′ 0″ W,,,,Baixa Idade Média (XIV-XV),,,
PED093,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Dret,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED087,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De consolatione,,,,,,,,Boécio (Anicius Manlius Severinus Boethius),,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,,,Antiguidade Tardia (III-VIII),,,
PED074,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Livro,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED085,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Sátira de contento dei mundo,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED084,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Les Cent Balades,,,,,,,,Cristina de Pisano,,,1,Península Itálica,Veneza,45° 26′ 0″ N,12° 20′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
PED083,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De la inmortalitat de la anima,,,,,,,,Rodrigo Fernández de Santaella,,,1,Península Ibérica,Córdoba,37° 53′ 0″ N,4° 46′ 0″ W,,,,Baixa Idade Média (XIV-XV),,,
PED082,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Lo Valeri,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED081,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Líber Ysocretis,,,,,,,,Isócrates,,,1,Grécia,Atenas,37° 58′ 0″ N,23° 43′ 0″ E,,,,Antiguidade Clássica (V aC-III),,,
PED080,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Libret incipit Lo offici,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED079,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Les Concordançes de la Bíblia,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED078,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Libre incipit In principis creavit,,,,,Bíblia / Escrituras,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
PED077,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Libre incipit Ecce Rex tuus venit,,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED076,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Metamorfoses,,,,,,,,Ovídio (Publius Ovidius Naso),,,1,Península Itálica,Sulmona,42° 5′ 0″ N,13° 56′ 0″ E,,,,Antiguidade Clássica (V aC-III),,,
PED075,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Libret,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED088,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Troia,,,,,Poesia épica,,,Homero (Hómēros),,,1,Próximo Oriente,Esmirna (atual İzmir),38° 25′ 0″ N,27° 8′ 0″ E,,Poesia,,Época Arcaica (VIII-V aC),,,
PED010,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Politicorum,,,,,,,,Aristóteles,,,1,Grécia,Estagira,40° 23′ 0″ N,23° 47′ 0″ E,,,,Antiguidade Clássica (V aC-III),,,
PED030,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De Viris illustribus,,,,,,,,Jerónimo de Estridão,,,1,Próximo Oriente,Estridão,44° 14′ 0″ N,16° 36′ 0″ E,,,,Antiguidade Tardia (III-VIII),,,
PED021,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Epistoles de Senecha,,,,,,,,Séneca (Lucius Annaeus Seneca),,,1,Península Itálica,Córdova,37° 53′ 0″ N,4° 46′ 0″ W,,,,Antiguidade Clássica (V aC-III),,,
PED020,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Valerius Maximus,,,,,,,,Valério Máximo (Gaius Valerius Maximus),,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,,,Antiguidade Clássica (V aC-III),,,
PED019,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De Officiis,,,,,Retórica,,,Marco Túlio Cícero (Marcus Tullius Cicero),,,1,Península Itálica,Arpino,41° 38′ 0″ N,13° 36′ 0″ E,,Filosofia e Artes liberais,,Antiguidade Clássica (V aC-III),,,
PED018,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De temporibus,,,,,,,,Mateus Palmerio,,,1,Península Itálica,Forlì,44° 13′ 0″ N,12° 3′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
PED017,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Virgilius,,,,,,,,"Vergílio (Publius Vergilius Maro)



)",,,1,Península Itálica,Andes,45° 10′ 0″ N,10° 48′ 0″ E,,,,Antiguidade Clássica (V aC-III),,,
PED016,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Joannis Crisostomi,,,,,,,,João Crisóstomo (Johannes Chrisostomus),,,1,Próximo Oriente,Antioquia (atual Antakya),36° 12′ 0″ N,36° 9′ 0″ E,,,,Antiguidade Tardia (III-VIII),,,
PED015,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Os feitos da Cavalaria,,,,,,,,Cristina de Pisano,,,1,Península Itálica,Veneza,45° 26′ 0″ N,12° 20′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
PED014,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Da vida de Júlio César,,,,,Historiografia,,,Suetónio (Gaius Suetonius Tranquillus),,,1,Norte de África,Hipona (atual Annaba),36° 54′ 44″ N,7° 45′ 22″ E,,História,,Antiguidade Clássica (V aC-III),,,
PED013,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Alexandre,,,,,,,,Quinto Cúrcio Rufo (Quintus Curtius Rufus),,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,,,Antiguidade Clássica (V aC-III),,,
PED023,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Les Etiques,,,,,Filosofia,,,Aristóteles,,,1,Grécia,Estagira,40° 23′ 0″ N,23° 47′ 0″ E,,Filosofia e Artes liberais,,Antiguidade Clássica (V aC-III),,,
PED011,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Yconomicorum,,,,,,,,Aristóteles,,,1,Grécia,Estagira,40° 23′ 0″ N,23° 47′ 0″ E,,,,Antiguidade Clássica (V aC-III),,,
PED024,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Vita Marci Antonii et alliorum Principum,,,,,,,,Plutarco (Ploútarchos),,,1,Grécia,Queronéia,38° 28′ 0″ N,22° 52′ 0″ E,,,,Antiguidade Clássica (V aC-III),,,
PED009,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Ethicorum,,,,,Filosofia,,,Aristóteles,,,1,Grécia,Estagira,40° 23′ 0″ N,23° 47′ 0″ E,,Filosofia e Artes liberais,,Antiguidade Clássica (V aC-III),,,
PED008,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Santoral,,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
PED007,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Missal dominical,,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
PED006,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Flors sanctorum,,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED005,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Missal roma,,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
PED004,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Paulus Virgerius,,,,,,,,"Paulo Vergério, o Velho",,,1,Península Itálica,Verona,45° 26′ 0″ N,10° 59′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
PED003,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Missal roma,,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
PED002,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Bíblia,Bíblia [Completa],,,,Bíblia / Escrituras,,,Anónimo (Antiguidade Clássica),,Autor,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Antiguidade Clássica (V aC-III),,,
PED001,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Evicenna,,,,,,,,Avicena (Ibn-Sina),,,1,Médio Oriente,Afshana,39° 46′ 0″ N,64° 25′ 0″ E,,,,Idade Média Central (XI-XIII),,,
PED099,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Catholicon,,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED012,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,L'arbre de batalles,Árvore das Batalhas,,,,,Ética cavaleiresca,,Honoré Bonnet,,,1,França,Marselha,43° 18′ 0″ N,5° 22′ 0″ E,,,,Idade Média Central (XI-XIII),,,
PED037,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De secundo bello púnico,,,,,Historiografia,,,Tito Lívio (Titus Livius),,,1,Península Itálica,Pádua,45° 24′ 0″ N,11° 52′ 0″ E,,História,,Antiguidade Clássica (V aC-III),,,
PED049,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Cornelius Tacitus,,,,,,,,"Tácito (Publius Cornelius Tacitus)

)",,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,,,Antiguidade Clássica (V aC-III),,,
PED048,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De bello macedonico,,,,,Historiografia,,,Tito Lívio (Titus Livius),,,1,Península Itálica,Pádua,45° 24′ 0″ N,11° 52′ 0″ E,,História,,Antiguidade Clássica (V aC-III),,,
PED047,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Summa super Decretalium,,,,,Direito,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Jurídica,,Indeterminada,,,
PED046,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Epistoles de Faliaredis et Gratie sinta,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED045,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,La natural Istoria,,,,,Historiografia,,,"Plínio, o Antigo (Gaius Plinius Secundus)",,,1,Península Itálica,Como,45° 48′ 0″ N,9° 5′ 0″ E,,História,,Antiguidade Clássica (V aC-III),,,
PED044,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,ad Ludovicum regem,,,,,,,,,,,1,,,,,,,,,,,
PED043,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Constitutiones,,,,,Direito,,,"Clemente, Papa",,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,Jurídica,,Antiguidade Clássica (V aC-III),,,
PED042,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De consolacion,,,,,,,,Boécio (Anicius Manlius Severinus Boethius),,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,,,Antiguidade Tardia (III-VIII),,,
PED041,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Levament fet deis officials de casa dei senyor Rey,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED040,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De bello judayco,,,,,,,,Flávio Josefo (Yosef ben Matityahu),,,1,Próximo Oriente,Jerusalém,31° 46′ 41″ N,35° 13′ 25″ E,,,,Antiguidade Clássica (V aC-III),,,
PED022,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Epistole,,,,,,,,Jerónimo de Estridão,,,1,Próximo Oriente,Estridão,44° 14′ 0″ N,16° 36′ 0″ E,,,,Antiguidade Tardia (III-VIII),,,
PED038,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Los morals sobre Jop,,,,,,,,"Gregório I, Papa",,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,,,Antiguidade Tardia (III-VIII),,,
PED050,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Conquestes de ultramar,Conquista do Ultramar,,,,,Matéria de Roma Antiga,,Guilherme de Tiro,,,1,Próximo Oriente,Jerusalém,31° 46′ 41″ N,35° 13′ 25″ E,,,,Idade Média Central (XI-XIII),,,
PED036,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Segon volum de Nicolau de Lira sobre la Bíblia,,,,,,,,Nicolau de Lira,,,1,França,Lyre,48° 57′ 0″ N,0° 59′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
PED035,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Primer volum de Nicolau de Lira sobre la Bíblia,,,,,,,,Nicolau de Lira,,,1,França,Lyre,48° 57′ 0″ N,0° 59′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
PED034,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Glosa ordinaria,,,,,,,,Valafrido Estrabão (Walahfrid Strabo),,,1,Alemanha,Reichenau,47° 42′ 0″ N,9° 4′ 0″ E,,,,Alta Idade Média (VIII-XI),,,
PED033,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Bíblia,Bíblia [Completa],,,,Bíblia / Escrituras,,,Anónimo (Antiguidade Clássica),,Autor,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Antiguidade Clássica (V aC-III),,,
PED032,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,"Libre scrit en papel, ab test e gloses",,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED031,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Les Eneheides,,,,,Poesia épica,,,"Vergílio (Publius Vergilius Maro)



)",,,1,Península Itálica,Andes,45° 10′ 0″ N,10° 48′ 0″ E,,Poesia,,Antiguidade Clássica (V aC-III),,,
PED029,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,"Super ludo Scachorum, De moribus et officiis nobilium",,,,,,,,Tiago de Cessolis,,,1,Península Itálica,Cessole,44° 45′ 0″ N,8° 8′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
PED027,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Franciscus Petrarcha,,,,,,,,Francisco Petrarca,,,1,Península Itálica,Arezzo,43° 28′ 0″ N,11° 53′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
PED026,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Epistole,,,,,,,,"Leão I, Papa",,,1,Península Itálica,Túscia,42° 25′ 0″ N,11° 40′ 0″ E,,,,Antiguidade Tardia (III-VIII),,,
PED025,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Coroniques deis Reys de France,,,,,Cronística,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,História,,Indeterminada,,,
PED039,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Usatges de Cathalunya,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
