ID_Cod,Proprietario_Nome,Proprietario_DatasExtremas,Proprietario_Titulo,Proprietario_Titulo_DatasExtremas,TipoDoc,Descricao,Obra,AtribuicaoAlternatObra,Sinopse_Obra,ProbAtribObra,GenLit_Descricao,TradicaoIntelectual_Obra,AtribuicaoAlternatAutor,Nome_Autor,BioAbreviada_Autor,EstatutoAutor,NumCopias,OrigemGeografica_Autor,LocalNasc_Autor,Latitude_Autor,Longitude_Autor,LocalMorte_Autor,CatLit_Descricao,ProbAtribAutor,EpocaHistorica_Autor,DataNasc_Autor,DataMorte_Autor,Idioma,Forma,Suporte,DataProdOriginal_Obra,LugarProdOriginal_Obra,CopiasArquivisticas_Obra,EdicoesTextuais_Obra
307,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Livro dos boos costumes,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
308,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Flos Sanctorum,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
309,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Sermões de Sam Grissostomo,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
310,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Exposiçam de Evangelhos e Epistolas,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
311,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,De doutrina cristãa,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
312,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Natura angelica,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
313,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Paixam dos Martires,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
314,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Doutrina evangélica,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
315,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Sam Bernardo ad sororem,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
316,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Speculum sapientie,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
317,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Conclusiones Scoti,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
318,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário Bibliográfico,Das cousas que ha em Roma,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
319,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Evicenna,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Avicena (Ibn-Sina),Em classificação,Em classificação,1,Médio Oriente,Afshana,"39° 46' 0"" N","64° 25' 0"" E",Hamadan,Em classificação,Em classificação,Idade Média Central (XI-XIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
320,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Bíblia,Bíblia [Completa],,Em classificação,Em classificação,Bíblia / Escrituras,Em classificação,,Anónimo (Antiguidade Clássica),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
321,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Missal roma,Em classificação,,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
322,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Paulus Virgerius,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,"Paulo Vergério, o Velho",Em classificação,Em classificação,1,Península Itálica,Verona,"45° 26' 0"" N","10° 59' 0"" E",Verona,Em classificação,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
323,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Missal roma,Em classificação,,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
324,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Flors sanctorum,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Anónimo (Geral),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
325,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Missal dominical,Em classificação,,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
326,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Santoral,Em classificação,,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
327,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Ethicorum,Em classificação,,Em classificação,Em classificação,Filosofia,Em classificação,,Aristóteles,Em classificação,Em classificação,1,Grécia,Estagira,"40° 23' 0"" N","23° 47' 0"" E",Calcis,Filosofia e Artes liberais,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
328,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Politicorum,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Aristóteles,Em classificação,Em classificação,1,Grécia,Estagira,"40° 23' 0"" N","23° 47' 0"" E",Calcis,Em classificação,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
329,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Yconomicorum,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Aristóteles,Em classificação,Em classificação,1,Grécia,Estagira,"40° 23' 0"" N","23° 47' 0"" E",Calcis,Em classificação,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
330,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,L'arbre de batalles,Árvore das Batalhas,,Em classificação,Em classificação,Em classificação,Ética cavaleiresca,,Honoré Bonnet,Em classificação,Em classificação,1,França,Marselha,"43° 18' 0"" N","5° 22' 0"" E",França,Em classificação,Em classificação,Idade Média Central (XI-XIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
331,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Alexandre,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Quinto Cúrcio Rufo (Quintus Curtius Rufus),Em classificação,Em classificação,1,Península Itálica,Roma,"41° 53' 24"" N","12° 28' 58"" E",?,Em classificação,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
332,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Da vida de Júlio César,Em classificação,,Em classificação,Em classificação,Historiografia,Em classificação,,Suetónio (Gaius Suetonius Tranquillus),Em classificação,Em classificação,1,Norte de África,"Hipona, i.e. Annaba","36° 54' 44"" N","7° 45' 22"" E",Roma,História,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
333,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Os feitos da Cavalaria,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Cristina de Pisano,Em classificação,Em classificação,1,Península Itálica,Veneza,"45° 26' 0"" N","12° 20' 0"" E",Poissy,Em classificação,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
334,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Joannis Crisostomi,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,João Crisóstomo (Johannes Chrisostomus),Em classificação,Em classificação,1,Próximo Oriente,"Antioquia, i.e. Antakya","36° 12' 0"" N","36° 9' 0"" E",Comana,Em classificação,Em classificação,Antiguidade Tardia (III-VIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
335,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Virgilius,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,"Vergílio (Publius Vergilius Maro)



)",Em classificação,Em classificação,1,Península Itálica,Andes,"45° 10' 0"" N","10° 48' 0"" E",Brindisi,Em classificação,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
336,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De temporibus,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Mateus Palmerio,Em classificação,Em classificação,1,Península Itálica,Forlì,"44° 13' 0"" N","12° 3' 0"" E",Forlì,Em classificação,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
337,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De Officiis,Em classificação,,Em classificação,Em classificação,Retórica,Em classificação,,Marco Túlio Cícero (Marcus Tullius Cicero),Em classificação,Em classificação,1,Península Itálica,Arpino,"41° 38' 0"" N","13° 36' 0"" E",Formia,Filosofia e Artes liberais,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
338,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Valerius Maximus,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Valério Máximo (Gaius Valerius Maximus),Em classificação,Em classificação,1,Península Itálica,Roma,"41° 53' 24"" N","12° 28' 58"" E",Roma,Em classificação,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
339,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Epistoles de Senecha,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Séneca (Lucius Annaeus Seneca),Em classificação,Em classificação,1,Península Ibérica,Córdova,"37° 53' 0"" N","4° 46' 0"" W",Roma,Em classificação,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
340,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Epistole,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Jerónimo de Estridão,Em classificação,Em classificação,1,Próximo Oriente,Estridão,"44° 14' 0"" N","16° 36' 0"" E",Belém,Em classificação,Em classificação,Antiguidade Tardia (III-VIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
341,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Les Etiques,Em classificação,,Em classificação,Em classificação,Filosofia,Em classificação,,Aristóteles,Em classificação,Em classificação,1,Grécia,Estagira,"40° 23' 0"" N","23° 47' 0"" E",Calcis,Filosofia e Artes liberais,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
342,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Vita Marci Antonii et alliorum Principum,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Plutarco (Ploútarchos),Em classificação,Em classificação,1,Grécia,Queronéia,"38° 28' 0"" N","22° 52' 0"" E",Delfos,Em classificação,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
343,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Coroniques deis Reys de France,Em classificação,,Em classificação,Em classificação,Cronística,Em classificação,,Não aplicável,Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,História,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
344,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Epistole,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,"Leão I, Papa",Em classificação,Em classificação,1,Península Itálica,Túscia,"42° 25' 0"" N","11° 40' 0"" E",Roma,Em classificação,Em classificação,Antiguidade Tardia (III-VIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
345,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Franciscus Petrarcha,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Francisco Petrarca,Em classificação,Em classificação,1,Península Itálica,Arezzo,"43° 28' 0"" N","11° 53' 0"" E",Arquà Petrarca,Em classificação,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
346,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Flors Sanctorum,Em classificação,,Em classificação,Em classificação,Hagiografia,Em classificação,,Tiago de Voragine (Jacobus de Voragine),Em classificação,Em classificação,1,Península Itálica,Varazze,"44° 21' 0"" N","8° 34' 0"" E",Génova,Espiritualidade e religiosidade,Em classificação,Idade Média Central (XI-XIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
347,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,"Super ludo Scachorum, De moribus et officiis nobilium",Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Tiago de Cessolis,Em classificação,Em classificação,1,Península Itálica,Cessole,"44° 45' 0"" N","8° 8' 0"" E",Lombardia,Em classificação,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
348,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De Viris illustribus,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Jerónimo de Estridão,Em classificação,Em classificação,1,Próximo Oriente,Estridão,"44° 14' 0"" N","16° 36' 0"" E",Belém,Em classificação,Em classificação,Antiguidade Tardia (III-VIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
349,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Les Eneheides,Em classificação,,Em classificação,Em classificação,Poesia épica,Em classificação,,"Vergílio (Publius Vergilius Maro)



)",Em classificação,Em classificação,1,Península Itálica,Andes,"45° 10' 0"" N","10° 48' 0"" E",Brindisi,Poesia,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
350,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,"Libre scrit en papel, ab test e gloses",Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
351,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Bíblia,Bíblia [Completa],,Em classificação,Em classificação,Bíblia / Escrituras,Em classificação,,Anónimo (Antiguidade Clássica),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
352,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Glosa ordinaria,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Valafrido Estrabão (Walahfrid Strabo),Em classificação,Em classificação,1,Alemanha,Reichenau,"47° 42' 0"" N","9° 4' 0"" E",Reno,Em classificação,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
353,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Primer volum de Nicolau de Lira sobre la Bíblia,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Nicolau de Lira,Em classificação,Em classificação,1,França,Lyre,"48° 57' 0"" N","0° 59' 0"" E",Paris,Em classificação,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
354,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Segon volum de Nicolau de Lira sobre la Bíblia,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Nicolau de Lira,Em classificação,Em classificação,1,França,Lyre,"48° 57' 0"" N","0° 59' 0"" E",Paris,Em classificação,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
355,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De secundo bello púnico,Em classificação,,Em classificação,Em classificação,Historiografia,Em classificação,,Tito Lívio (Titus Livius),Em classificação,Em classificação,1,Península Itálica,Pádua,"45° 24' 0"" N","11° 52' 0"" E",Pádua,História,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
356,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Los morals sobre Jop,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,"Gregório I, Papa",Em classificação,Em classificação,1,Península Itálica,Roma,"41° 53' 24"" N","12° 28' 58"" E",Roma,Em classificação,Em classificação,Antiguidade Tardia (III-VIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
357,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Usatges de Cathalunya,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
358,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De bello judayco,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Flávio Josefo (Yosef ben Matityahu),Em classificação,Em classificação,1,Próximo Oriente,Jerusalém,"31° 46' 41"" N","35° 13' 25"" E",Roma,Em classificação,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
359,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Levament fet deis officials de casa dei senyor Rey,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
360,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De consolacion,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Boécio (Anicius Manlius Severinus Boethius),Em classificação,Em classificação,1,Península Itálica,Roma,"41° 53' 24"" N","12° 28' 58"" E",Pavia,Em classificação,Em classificação,Antiguidade Tardia (III-VIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
361,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Constitutiones,Em classificação,,Em classificação,Em classificação,Direito,Em classificação,,"Clemente, Papa",Em classificação,Em classificação,1,Península Itálica,Roma,"41° 53' 24"" N","12° 28' 58"" E",Quersoneso,Jurídica,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
362,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,ad Ludovicum regem,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
363,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,La natural Istoria,Em classificação,,Em classificação,Em classificação,Historiografia,Em classificação,,"Plínio, o Antigo (Gaius Plinius Secundus)",Em classificação,Em classificação,1,Península Itálica,Como,"45° 48' 0"" N","9° 5' 0"" E",Estábia,História,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
364,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Epistoles de Faliaredis et Gratie sinta,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
365,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Summa super Decretalium,Em classificação,,Em classificação,Em classificação,Direito,Em classificação,,Não aplicável,Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Jurídica,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
366,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De bello macedonico,Em classificação,,Em classificação,Em classificação,Historiografia,Em classificação,,Tito Lívio (Titus Livius),Em classificação,Em classificação,1,Península Itálica,Pádua,"45° 24' 0"" N","11° 52' 0"" E",Pádua,História,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
367,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Cornelius Tacitus,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,"Tácito (Publius Cornelius Tacitus)

)",Em classificação,Em classificação,1,Península Itálica,Roma,"41° 53' 24"" N","12° 28' 58"" E",?,Em classificação,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
368,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Conquestes de ultramar,Conquista do Ultramar,,Em classificação,Em classificação,Em classificação,Matéria de Roma Antiga,,Guilherme de Tiro,Em classificação,Em classificação,1,Próximo Oriente,Jerusalém,"31° 46' 41"" N","35° 13' 25"" E",Tiro,Em classificação,Em classificação,Idade Média Central (XI-XIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
369,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,"Ores de nostre dona, dei Sanct sperit, e lo quicumque vult",Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Anónimo (Geral),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
370,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Missalet de Cesar,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Anónimo (Geral),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
371,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Commentaria,Em classificação,,Em classificação,Em classificação,Em classificação,Em classificação,,Não aplicável,Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Em classificação,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
372,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De vita et moribus alexandri magni,Em classificação,,Em classificação,Em classificação,Historiografia,Em classificação,,Quinto Cúrcio Rufo (Quintus Curtius Rufus),Em classificação,Em classificação,1,Península Itálica,Roma,"41° 53' 24"" N","12° 28' 58"" E",?,História,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
